pair_index	drugbank_pair_group	drug_a_drugbank_id	drug_b_drugbank_id	drug_a_split	drug_b_split	split	unseen_drug_count
57386	DB00451|DB01294	DB00451	DB01294	test	training	test	1
57387	DB00451|DB00612	DB00451	DB00612	test	training	test	1
57388	DB00451|DB04899	DB00451	DB04899	test	training	test	1
57389	DB00451|DB00963	DB00451	DB00963	test	test	test	2
57390	DB00451|DB09018	DB00451	DB09018	test	training	test	1
57391	DB00451|DB09017	DB00451	DB09017	test	training	test	1
57392	DB00451|DB01222	DB00451	DB01222	test	training	test	1
57393	DB00451|DB13510	DB00451	DB13510	test	training	test	1
57394	DB00241|DB00451	DB00451	DB00241	test	training	test	1
57395	DB00451|DB01136	DB00451	DB01136	test	training	test	1
57396	DB00451|DB01413	DB00451	DB01413	test	training	test	1
57397	DB00451|DB01416	DB00451	DB01416	test	training	test	1
57398	DB00451|DB04846	DB00451	DB04846	test	training	test	1
57399	DB00341|DB00451	DB00451	DB00341	test	training	test	1
57400	DB00451|DB16864	DB00451	DB16864	test	test	test	2
57401	DB00451|DB01188	DB00451	DB01188	test	training	test	1
57402	DB00451|DB01340	DB00451	DB01340	test	training	test	1
57403	DB00451|DB01166	DB00451	DB01166	test	training	test	1
57404	DB00451|DB09064	DB00451	DB09064	test	training	test	1
57405	DB00451|DB01211	DB00451	DB01211	test	training	test	1
57406	DB00349|DB00451	DB00451	DB00349	test	test	test	2
57407	DB00451|DB01553	DB00451	DB01553	test	training	test	1
57408	DB00451|DB09270	DB00451	DB09270	test	test	test	2
57409	DB00451|DB09000	DB00451	DB09000	test	training	test	1
57410	DB00451|DB00924	DB00451	DB00924	test	test	test	2
57411	DB00080|DB00451	DB00451	DB00080	test	training	test	1
57412	DB00451|DB11921	DB00451	DB11921	test	validation	test	1
57413	DB00304|DB00451	DB00451	DB00304	test	training	test	1
57414	DB00405|DB00451	DB00451	DB00405	test	training	test	1
57415	DB00451|DB13679	DB00451	DB13679	test	training	test	1
57416	DB00451|DB09357	DB00451	DB09357	test	training	test	1
57417	DB00451|DB01495	DB00451	DB01495	test	training	test	1
57418	DB00451|DB01551	DB00451	DB01551	test	training	test	1
57419	DB00451|DB15825	DB00451	DB15825	test	training	test	1
57420	DB00451|DB14090	DB00451	DB14090	test	test	test	2
57421	DB00451|DB11742	DB00451	DB11742	test	training	test	1
57422	DB00451|DB08986	DB00451	DB08986	test	training	test	1
57423	DB00451|DB12131	DB00451	DB12131	test	training	test	1
57424	DB00451|DB01545	DB00451	DB01545	test	training	test	1
57425	DB00451|DB00749	DB00451	DB00749	test	training	test	1
57426	DB00451|DB01073	DB00451	DB01073	test	training	test	1
57427	DB00451|DB00949	DB00451	DB00949	test	training	test	1
57428	DB00451|DB01216	DB00451	DB01216	test	test	test	2
57429	DB00451|DB00671	DB00451	DB00671	test	training	test	1
57430	DB00451|DB00535	DB00451	DB00535	test	test	test	2
57431	DB00451|DB12553	DB00451	DB12553	test	training	test	1
57432	DB00451|DB00693	DB00451	DB00693	test	test	test	2
57433	DB00451|DB06623	DB00451	DB06623	test	test	test	2
57434	DB00451|DB00983	DB00451	DB00983	test	training	test	1
57435	DB00451|DB00996	DB00451	DB00996	test	training	test	1
57436	DB00451|DB00597	DB00451	DB00597	test	training	test	1
57437	DB00222|DB00451	DB00451	DB00222	test	training	test	1
57438	DB00451|DB00904	DB00451	DB00904	test	training	test	1
57439	DB00451|DB00889	DB00451	DB00889	test	training	test	1
57440	DB00451|DB01097	DB00451	DB01097	test	training	test	1
57441	DB00451|DB11699	DB00451	DB11699	test	training	test	1
57442	DB00451|DB01249	DB00451	DB01249	test	validation	test	1
57443	DB00451|DB09156	DB00451	DB09156	test	training	test	1
57444	DB00451|DB09134	DB00451	DB09134	test	training	test	1
57445	DB00451|DB01167	DB00451	DB01167	test	training	test	1
57446	DB00451|DB09236	DB00451	DB09236	test	test	test	2
57447	DB00451|DB00555	DB00451	DB00555	test	training	test	1
57448	DB00451|DB00455	DB00451	DB00455	test	training	test	1
57449	DB00451|DB13872	DB00451	DB13872	test	test	test	2
57450	DB00451|DB09212	DB00451	DB09212	test	training	test	1
57451	DB00451|DB08938	DB00451	DB08938	test	validation	test	1
57452	DB00451|DB09481	DB00451	DB09481	test	training	test	1
57453	DB00451|DB09281	DB00451	DB09281	test	training	test	1
57454	DB00451|DB09238	DB00451	DB09238	test	training	test	1
57455	DB00451|DB02300	DB00451	DB02300	test	training	test	1
57456	DB00451|DB12554	DB00451	DB12554	test	training	test	1
57457	DB00451|DB03614	DB00451	DB03614	test	validation	test	1
57458	DB00451|DB06800	DB00451	DB06800	test	training	test	1
57459	DB00451|DB13591	DB00451	DB13591	test	training	test	1
57460	DB00451|DB00491	DB00451	DB00491	test	training	test	1
57461	DB00451|DB00745	DB00451	DB00745	test	training	test	1
57462	DB00451|DB00691	DB00451	DB00691	test	validation	test	1
57463	DB00451|DB09285	DB00451	DB09285	test	validation	test	1
57464	DB00451|DB09242	DB00451	DB09242	test	training	test	1
57465	DB00451|DB00461	DB00451	DB00461	test	training	test	1
57466	DB00451|DB04861	DB00451	DB04861	test	test	test	2
57467	DB00451|DB01149	DB00451	DB01149	test	training	test	1
57468	DB00451|DB09220	DB00451	DB09220	test	training	test	1
57469	DB00451|DB00906	DB00451	DB00906	test	validation	test	1
57470	DB00451|DB11636	DB00451	DB11636	test	training	test	1
57471	DB00451|DB00957	DB00451	DB00957	test	test	test	2
57472	DB00451|DB00526	DB00451	DB00526	test	training	test	1
57473	DB00451|DB00991	DB00451	DB00991	test	training	test	1
57474	DB00451|DB00776	DB00451	DB00776	test	training	test	1
57475	DB00451|DB01062	DB00451	DB01062	test	training	test	1
57476	DB00451|DB11190	DB00451	DB11190	test	training	test	1
57477	DB00451|DB06285	DB00451	DB06285	test	test	test	2
57478	DB00451|DB00715	DB00451	DB00715	test	validation	test	1
57479	DB00451|DB00758	DB00451	DB00758	test	training	test	1
57480	DB00451|DB13526	DB00451	DB13526	test	training	test	1
57481	DB00451|DB11198	DB00451	DB11198	test	validation	test	1
57482	DB00451|DB09209	DB00451	DB09209	test	training	test	1
57483	DB00451|DB09090	DB00451	DB09090	test	test	test	2
57484	DB00451|DB01132	DB00451	DB01132	test	training	test	1
57485	DB00451|DB09286	DB00451	DB09286	test	training	test	1
57486	DB00451|DB01291	DB00451	DB01291	test	training	test	1
57487	DB00451|DB02925	DB00451	DB02925	test	training	test	1
57488	DB00270|DB00451	DB00451	DB00270	test	training	test	1
57489	DB00451|DB11098	DB00451	DB11098	test	training	test	1
57490	DB00451|DB09413	DB00451	DB09413	test	training	test	1
57491	DB00451|DB01366	DB00451	DB01366	test	training	test	1
57492	DB00451|DB01839	DB00451	DB01839	test	validation	test	1
57493	DB00451|DB00881	DB00451	DB00881	test	test	test	2
57494	DB00451|DB00604	DB00451	DB00604	test	test	test	2
57495	DB00178|DB00451	DB00451	DB00178	test	validation	test	1
57496	DB00451|DB00877	DB00451	DB00877	test	training	test	1
57497	DB00451|DB01220	DB00451	DB01220	test	training	test	1
57498	DB00451|DB00734	DB00451	DB00734	test	training	test	1
57499	DB00296|DB00451	DB00451	DB00296	test	test	test	2
57500	DB00451|DB00465	DB00451	DB00465	test	training	test	1
57501	DB00243|DB00451	DB00451	DB00243	test	training	test	1
57502	DB00451|DB01399	DB00451	DB01399	test	validation	test	1
57503	DB00451|DB00938	DB00451	DB00938	test	training	test	1
57504	DB00017|DB00451	DB00451	DB00017	test	test	test	2
57505	DB00451|DB11071	DB00451	DB11071	test	training	test	1
57506	DB00451|DB00971	DB00451	DB00971	test	training	test	1
57507	DB00451|DB11365	DB00451	DB11365	test	training	test	1
57508	DB00451|DB01104	DB00451	DB01104	test	training	test	1
57509	DB00451|DB01236	DB00451	DB01236	test	training	test	1
57510	DB00451|DB01105	DB00451	DB01105	test	training	test	1
57511	DB00451|DB00641	DB00451	DB00641	test	test	test	2
57512	DB00451|DB01390	DB00451	DB01390	test	training	test	1
57513	DB00139|DB00451	DB00451	DB00139	test	test	test	2
57514	DB00451|DB13273	DB00451	DB13273	test	validation	test	1
57515	DB00451|DB00669	DB00451	DB00669	test	validation	test	1
57516	DB00451|DB01606	DB00451	DB01606	test	validation	test	1
57517	DB00451|DB00853	DB00451	DB00853	test	training	test	1
57518	DB00451|DB01162	DB00451	DB01162	test	training	test	1
57519	DB00451|DB00857	DB00451	DB00857	test	test	test	2
57520	DB00251|DB00451	DB00451	DB00251	test	training	test	1
57521	DB00451|DB16003	DB00451	DB16003	test	training	test	1
57522	DB00451|DB01083	DB00451	DB01083	test	training	test	1
57523	DB00451|DB06764	DB00451	DB06764	test	training	test	1
57524	DB00451|DB13324	DB00451	DB13324	test	training	test	1
57525	DB00451|DB11582	DB00451	DB11582	test	training	test	1
57526	DB00451|DB09289	DB00451	DB09289	test	training	test	1
57527	DB00451|DB09070	DB00451	DB09070	test	training	test	1
57528	DB00451|DB01007	DB00451	DB01007	test	training	test	1
57529	DB00289|DB00451	DB00451	DB00289	test	training	test	1
57530	DB00273|DB00451	DB00451	DB00273	test	test	test	2
57531	DB00214|DB00451	DB00451	DB00214	test	test	test	2
57532	DB00451|DB00519	DB00451	DB00519	test	validation	test	1
57533	DB00451|DB02650	DB00451	DB02650	test	test	test	2
57534	DB00451|DB00662	DB00451	DB00662	test	validation	test	1
57535	DB00451|DB06825	DB00451	DB06825	test	training	test	1
57536	DB00361|DB00451	DB00451	DB00361	test	test	test	2
57537	DB00451|DB00751	DB00451	DB00751	test	validation	test	1
57538	DB00285|DB00451	DB00451	DB00285	test	training	test	1
57539	DB00451|DB06694	DB00451	DB06694	test	test	test	2
57540	DB00451|DB09322	DB00451	DB09322	test	validation	test	1
57541	DB00451|DB13166	DB00451	DB13166	test	training	test	1
57542	DB00425|DB00451	DB00451	DB00425	test	training	test	1
57543	DB00451|DB00909	DB00451	DB00909	test	training	test	1
57544	DB00451|DB01198	DB00451	DB01198	test	training	test	1
57545	DB00451|DB00958	DB00451	DB00958	test	training	test	1
57546	DB00451|DB01018	DB00451	DB01018	test	training	test	1
57547	DB00451|DB01088	DB00451	DB01088	test	test	test	2
57548	DB00451|DB00744	DB00451	DB00744	test	training	test	1
57549	DB00213|DB00451	DB00451	DB00213	test	training	test	1
57550	DB00451|DB13867	DB00451	DB13867	test	test	test	2
57551	DB00451|DB01095	DB00451	DB01095	test	training	test	1
57552	DB00225|DB00451	DB00451	DB00225	test	training	test	1
57553	DB00451|DB00596	DB00451	DB00596	test	training	test	1
57554	DB00451|DB13761	DB00451	DB13761	test	training	test	1
57555	DB00451|DB00814	DB00451	DB00814	test	test	test	2
57556	DB00451|DB00585	DB00451	DB00585	test	training	test	1
57557	DB00451|DB00929	DB00451	DB00929	test	training	test	1
57558	DB00451|DB01156	DB00451	DB01156	test	validation	test	1
57559	DB00176|DB00451	DB00451	DB00176	test	training	test	1
57560	DB00410|DB00451	DB00451	DB00410	test	training	test	1
57561	DB00007|DB00451	DB00451	DB00007	test	training	test	1
57562	DB00175|DB00451	DB00451	DB00175	test	training	test	1
57563	DB00380|DB00451	DB00451	DB00380	test	training	test	1
57564	DB00451|DB14936	DB00451	DB14936	test	training	test	1
57565	DB00165|DB00451	DB00451	DB00165	test	training	test	1
57566	DB00451|DB00654	DB00451	DB00654	test	training	test	1
57567	DB00451|DB00631	DB00451	DB00631	test	training	test	1
57568	DB00242|DB00451	DB00451	DB00242	test	training	test	1
57569	DB00185|DB00451	DB00451	DB00185	test	training	test	1
57570	DB00451|DB06288	DB00451	DB06288	test	training	test	1
57571	DB00248|DB00451	DB00451	DB00248	test	test	test	2
57572	DB00451|DB11093	DB00451	DB11093	test	training	test	1
57573	DB00451|DB13231	DB00451	DB13231	test	training	test	1
57574	DB00204|DB00451	DB00451	DB00204	test	test	test	2
57575	DB00451|DB00590	DB00451	DB00590	test	test	test	2
57576	DB00451|DB13136	DB00451	DB13136	test	training	test	1
57577	DB00451|DB00492	DB00451	DB00492	test	training	test	1
57578	DB00014|DB00451	DB00451	DB00014	test	training	test	1
57579	DB00451|DB01224	DB00451	DB01224	test	training	test	1
57580	DB00451|DB01306	DB00451	DB01306	test	training	test	1
57581	DB00451|DB00762	DB00451	DB00762	test	training	test	1
57582	DB00451|DB00678	DB00451	DB00678	test	training	test	1
57583	DB00451|DB11110	DB00451	DB11110	test	training	test	1
57584	DB00451|DB13749	DB00451	DB13749	test	test	test	2
57585	DB00451|DB01397	DB00451	DB01397	test	validation	test	1
57586	DB00244|DB00451	DB00451	DB00244	test	training	test	1
57587	DB00235|DB00451	DB00451	DB00235	test	test	test	2
57588	DB00238|DB00451	DB00451	DB00238	test	training	test	1
57589	DB00451|DB06712	DB00451	DB06712	test	validation	test	1
57590	DB00451|DB04743	DB00451	DB04743	test	training	test	1
57591	DB00451|DB00790	DB00451	DB00790	test	validation	test	1
57592	DB00451|DB09125	DB00451	DB09125	test	training	test	1
57593	DB00451|DB12278	DB00451	DB12278	test	training	test	1
57594	DB00451|DB12958	DB00451	DB12958	test	training	test	1
57595	DB00451|DB11738	DB00451	DB11738	test	training	test	1
57596	DB00451|DB00884	DB00451	DB00884	test	training	test	1
57597	DB00451|DB09154	DB00451	DB09154	test	training	test	1
57598	DB00451|DB09098	DB00451	DB09098	test	training	test	1
57599	DB00451|DB00708	DB00451	DB00708	test	training	test	1
57600	DB00451|DB01229	DB00451	DB01229	test	training	test	1
57601	DB00451|DB06149	DB00451	DB06149	test	validation	test	1
57602	DB00451|DB00697	DB00451	DB00697	test	training	test	1
57603	DB00451|DB01030	DB00451	DB01030	test	test	test	2
57604	DB00451|DB00660	DB00451	DB00660	test	training	test	1
57605	DB00451|DB11255	DB00451	DB11255	test	training	test	1
57606	DB00069|DB00451	DB00451	DB00069	test	training	test	1
57607	DB00451|DB00649	DB00451	DB00649	test	training	test	1
57608	DB00451|DB00724	DB00451	DB00724	test	training	test	1
57609	DB00451|DB00869	DB00451	DB00869	test	training	test	1
57610	DB00451|DB01117	DB00451	DB01117	test	training	test	1
57611	DB00210|DB00451	DB00451	DB00210	test	validation	test	1
57612	DB00451|DB11783	DB00451	DB11783	test	training	test	1
57613	DB00451|DB00494	DB00451	DB00494	test	training	test	1
57614	DB00451|DB01276	DB00451	DB01276	test	training	test	1
57615	DB00006|DB00451	DB00451	DB00006	test	test	test	2
57616	DB00234|DB00451	DB00451	DB00234	test	training	test	1
57617	DB00334|DB00451	DB00451	DB00334	test	test	test	2
57618	DB00451|DB13704	DB00451	DB13704	test	training	test	1
57619	DB00451|DB08813	DB00451	DB08813	test	training	test	1
57620	DB00451|DB01225	DB00451	DB01225	test	training	test	1
57621	DB00451|DB06779	DB00451	DB06779	test	training	test	1
57622	DB00451|DB00757	DB00451	DB00757	test	test	test	2
57623	DB00451|DB06791	DB00451	DB06791	test	test	test	2
57624	DB00426|DB00451	DB00451	DB00426	test	validation	test	1
57625	DB00451|DB00728	DB00451	DB00728	test	validation	test	1
57626	DB00451|DB00688	DB00451	DB00688	test	test	test	2
57627	DB00451|DB00709	DB00451	DB00709	test	validation	test	1
57628	DB00451|DB00642	DB00451	DB00642	test	training	test	1
57629	DB00451|DB06283	DB00451	DB06283	test	training	test	1
57630	DB00451|DB11238	DB00451	DB11238	test	training	test	1
57631	DB00451|DB01409	DB00451	DB01409	test	training	test	1
57632	DB00020|DB00451	DB00451	DB00020	test	training	test	1
57633	DB00177|DB00451	DB00451	DB00177	test	training	test	1
57634	DB00451|DB13144	DB00451	DB13144	test	training	test	1
57635	DB00041|DB00451	DB00451	DB00041	test	validation	test	1
57636	DB00377|DB00451	DB00451	DB00377	test	training	test	1
57637	DB00451|DB01339	DB00451	DB01339	test	test	test	2
57638	DB00451|DB00481	DB00451	DB00481	test	training	test	1
57639	DB00451|DB01320	DB00451	DB01320	test	validation	test	1
57640	DB00268|DB00451	DB00451	DB00268	test	training	test	1
57641	DB00026|DB00451	DB00451	DB00026	test	training	test	1
57642	DB00197|DB00451	DB00451	DB00197	test	training	test	1
57643	DB00451|DB00476	DB00451	DB00476	test	training	test	1
57644	DB00451|DB01006	DB00451	DB01006	test	test	test	2
57645	DB00451|DB00899	DB00451	DB00899	test	test	test	2
57646	DB00451|DB00912	DB00451	DB00912	test	validation	test	1
57647	DB00451|DB00966	DB00451	DB00966	test	test	test	2
57648	DB00451|DB00577	DB00451	DB00577	test	training	test	1
57649	DB00451|DB04854	DB00451	DB04854	test	test	test	2
57650	DB00451|DB00910	DB00451	DB00910	test	training	test	1
57651	DB00451|DB00962	DB00451	DB00962	test	training	test	1
57652	DB00451|DB00559	DB00451	DB00559	test	test	test	2
57653	DB00063|DB00451	DB00451	DB00063	test	training	test	1
57654	DB00060|DB00451	DB00451	DB00060	test	training	test	1
57655	DB00451|DB10804	DB00451	DB10804	test	training	test	1
57656	DB00451|DB00706	DB00451	DB00706	test	test	test	2
57657	DB00451|DB11089	DB00451	DB11089	test	test	test	2
57658	DB00451|DB01137	DB00451	DB01137	test	training	test	1
57659	DB00451|DB00659	DB00451	DB00659	test	training	test	1
57660	DB00451|DB01128	DB00451	DB01128	test	training	test	1
57661	DB00451|DB01232	DB00451	DB01232	test	training	test	1
57662	DB00451|DB00876	DB00451	DB00876	test	validation	test	1
57663	DB00451|DB01029	DB00451	DB01029	test	training	test	1
57664	DB00054|DB00451	DB00451	DB00054	test	training	test	1
57665	DB00451|DB00799	DB00451	DB00799	test	training	test	1
57666	DB00412|DB00451	DB00451	DB00412	test	training	test	1
57667	DB00451|DB01217	DB00451	DB01217	test	training	test	1
57668	DB00053|DB00451	DB00451	DB00053	test	training	test	1
57669	DB00451|DB00969	DB00451	DB00969	test	training	test	1
57670	DB00451|DB00503	DB00451	DB00503	test	training	test	1
57671	DB00451|DB00950	DB00451	DB00950	test	training	test	1
57672	DB00451|DB00953	DB00451	DB00953	test	training	test	1
57673	DB00451|DB00471	DB00451	DB00471	test	training	test	1
57674	DB00451|DB01238	DB00451	DB01238	test	training	test	1
57675	DB00451|DB13913	DB00451	DB13913	test	training	test	1
57676	DB00451|DB13620	DB00451	DB13620	test	training	test	1
57677	DB00451|DB09385	DB00451	DB09385	test	test	test	2
57678	DB00098|DB00451	DB00451	DB00098	test	training	test	1
57679	DB00451|DB13158	DB00451	DB13158	test	training	test	1
57680	DB00451|DB00764	DB00451	DB00764	test	validation	test	1
57681	DB00451|DB02703	DB00451	DB02703	test	test	test	2
57682	DB00451|DB01202	DB00451	DB01202	test	training	test	1
57683	DB00451|DB00549	DB00451	DB00549	test	validation	test	1
57684	DB00451|DB01129	DB00451	DB01129	test	training	test	1
57685	DB00451|DB00710	DB00451	DB00710	test	training	test	1
57686	DB00246|DB00451	DB00451	DB00246	test	test	test	2
57687	DB00087|DB00451	DB00451	DB00087	test	training	test	1
57688	DB00451|DB14126	DB00451	DB14126	test	training	test	1
57689	DB00451|DB00460	DB00451	DB00460	test	training	test	1
57690	DB00451|DB01036	DB00451	DB01036	test	training	test	1
57691	DB00451|DB06211	DB00451	DB06211	test	training	test	1
57692	DB00008|DB00451	DB00451	DB00008	test	training	test	1
57693	DB00073|DB00451	DB00451	DB00073	test	test	test	2
57694	DB00451|DB00582	DB00451	DB00582	test	validation	test	1
57695	DB00451|DB06769	DB00451	DB06769	test	training	test	1
57696	DB00451|DB00484	DB00451	DB00484	test	training	test	1
57697	DB00451|DB01367	DB00451	DB01367	test	training	test	1
57698	DB00451|DB00528	DB00451	DB00528	test	training	test	1
57699	DB00451|DB11675	DB00451	DB11675	test	training	test	1
57700	DB00451|DB00768	DB00451	DB00768	test	test	test	2
57701	DB00451|DB00843	DB00451	DB00843	test	validation	test	1
57702	DB00315|DB00451	DB00451	DB00315	test	training	test	1
57703	DB00451|DB00496	DB00451	DB00496	test	training	test	1
57704	DB00203|DB00451	DB00451	DB00203	test	test	test	2
57705	DB00218|DB00451	DB00451	DB00218	test	training	test	1
57706	DB00451|DB01079	DB00451	DB01079	test	training	test	1
57707	DB00451|DB01307	DB00451	DB01307	test	validation	test	1
57708	DB00451|DB01278	DB00451	DB01278	test	training	test	1
57709	DB00451|DB00520	DB00451	DB00520	test	training	test	1
57710	DB00451|DB00482	DB00451	DB00482	test	training	test	1
57711	DB00451|DB00952	DB00451	DB00952	test	training	test	1
57712	DB00451|DB00930	DB00451	DB00930	test	training	test	1
57713	DB00451|DB01590	DB00451	DB01590	test	test	test	2
57714	DB00451|DB13359	DB00451	DB13359	test	training	test	1
57715	DB00424|DB00451	DB00451	DB00424	test	training	test	1
57716	DB00451|DB00686	DB00451	DB00686	test	training	test	1
57717	DB00451|DB00989	DB00451	DB00989	test	test	test	2
57718	DB00230|DB00451	DB00451	DB00230	test	training	test	1
57719	DB00111|DB00451	DB00451	DB00111	test	training	test	1
57720	DB00451|DB00601	DB00451	DB00601	test	validation	test	1
57721	DB00451|DB01048	DB00451	DB01048	test	training	test	1
57722	DB00451|DB00932	DB00451	DB00932	test	training	test	1
57723	DB00451|DB01101	DB00451	DB01101	test	training	test	1
57724	DB00110|DB00451	DB00451	DB00110	test	test	test	2
57725	DB00451|DB02546	DB00451	DB02546	test	training	test	1
57726	DB00451|DB01194	DB00451	DB01194	test	training	test	1
57727	DB00451|DB00625	DB00451	DB00625	test	training	test	1
57728	DB00451|DB01601	DB00451	DB01601	test	test	test	2
57729	DB00074|DB00451	DB00451	DB00074	test	training	test	1
57730	DB00258|DB00451	DB00451	DB00258	test	training	test	1
57731	DB00451|DB13919	DB00451	DB13919	test	training	test	1
57732	DB00451|DB09381	DB00451	DB09381	test	training	test	1
57733	DB00005|DB00451	DB00451	DB00005	test	training	test	1
57734	DB00451|DB05259	DB00451	DB05259	test	training	test	1
57735	DB00451|DB00658	DB00451	DB00658	test	test	test	2
57736	DB00072|DB00451	DB00451	DB00072	test	training	test	1
57737	DB00451|DB00998	DB00451	DB00998	test	training	test	1
57738	DB00451|DB01126	DB00451	DB01126	test	training	test	1
57739	DB00451|DB00538	DB00451	DB00538	test	test	test	2
57740	DB00216|DB00451	DB00451	DB00216	test	test	test	2
57741	DB00451|DB00533	DB00451	DB00533	test	training	test	1
57742	DB00307|DB00451	DB00451	DB00307	test	training	test	1
57743	DB00451|DB04855	DB00451	DB04855	test	validation	test	1
57744	DB00085|DB00451	DB00451	DB00085	test	training	test	1
57745	DB00451|DB15649	DB00451	DB15649	test	training	test	1
57746	DB00451|DB00681	DB00451	DB00681	test	training	test	1
57747	DB00209|DB00451	DB00451	DB00209	test	training	test	1
57748	DB00451|DB01381	DB00451	DB01381	test	test	test	2
57749	DB00451|DB16606	DB00451	DB16606	test	training	test	1
57750	DB00451|DB13139	DB00451	DB13139	test	training	test	1
57751	DB00451|DB09317	DB00451	DB09317	test	training	test	1
57752	DB00030|DB00451	DB00451	DB00030	test	training	test	1
57753	DB00112|DB00451	DB00451	DB00112	test	training	test	1
57754	DB00022|DB00451	DB00451	DB00022	test	training	test	1
57755	DB00451|DB00990	DB00451	DB00990	test	training	test	1
57756	DB00198|DB00451	DB00451	DB00198	test	training	test	1
57757	DB00451|DB09517	DB00451	DB09517	test	validation	test	1
57758	DB00078|DB00451	DB00451	DB00078	test	test	test	2
57759	DB00451|DB01269	DB00451	DB01269	test	validation	test	1
57760	DB00451|DB00731	DB00451	DB00731	test	training	test	1
57761	DB00047|DB00451	DB00451	DB00047	test	test	test	2
57762	DB00451|DB00976	DB00451	DB00976	test	test	test	2
57763	DB00451|DB01410	DB00451	DB01410	test	training	test	1
57764	DB00451|DB00967	DB00451	DB00967	test	training	test	1
57765	DB00451|DB01610	DB00451	DB01610	test	training	test	1
57766	DB00451|DB00879	DB00451	DB00879	test	test	test	2
57767	DB00451|DB00580	DB00451	DB00580	test	training	test	1
57768	DB00082|DB00451	DB00451	DB00082	test	training	test	1
57769	DB00451|DB00918	DB00451	DB00918	test	training	test	1
57770	DB00451|DB00947	DB00451	DB00947	test	test	test	2
57771	DB00451|DB00619	DB00451	DB00619	test	training	test	1
57772	DB00451|DB01263	DB00451	DB01263	test	training	test	1
57773	DB00451|DB00736	DB00451	DB00736	test	training	test	1
57774	DB00451|DB00556	DB00451	DB00556	test	training	test	1
57775	DB00287|DB00451	DB00451	DB00287	test	training	test	1
57776	DB00451|DB00905	DB00451	DB00905	test	validation	test	1
57777	DB00049|DB00451	DB00451	DB00049	test	test	test	2
57778	DB00012|DB00451	DB00451	DB00012	test	test	test	2
57779	DB00451|DB16538	DB00451	DB16538	test	training	test	1
57780	DB00451|DB00700	DB00451	DB00700	test	training	test	1
57781	DB00092|DB00451	DB00451	DB00092	test	training	test	1
57782	DB00300|DB00451	DB00451	DB00300	test	test	test	2
57783	DB00451|DB01098	DB00451	DB01098	test	training	test	1
57784	DB00043|DB00451	DB00451	DB00043	test	test	test	2
57785	DB00451|DB01274	DB00451	DB01274	test	validation	test	1
57786	DB00451|DB00862	DB00451	DB00862	test	training	test	1
57787	DB00451|DB01628	DB00451	DB01628	test	test	test	2
57788	DB00002|DB00451	DB00451	DB00002	test	training	test	1
57789	DB00451|DB00565	DB00451	DB00565	test	training	test	1
57790	DB00275|DB00451	DB00451	DB00275	test	training	test	1
57791	DB00337|DB00451	DB00451	DB00337	test	training	test	1
57792	DB00451|DB01175	DB00451	DB01175	test	test	test	2
57793	DB00451|DB01591	DB00451	DB01591	test	training	test	1
57794	DB00303|DB00451	DB00451	DB00303	test	training	test	1
57795	DB00451|DB09026	DB00451	DB09026	test	training	test	1
57796	DB00451|DB01141	DB00451	DB01141	test	training	test	1
57797	DB00051|DB00451	DB00451	DB00051	test	training	test	1
57798	DB00317|DB00451	DB00451	DB00317	test	test	test	2
57799	DB00451|DB04845	DB00451	DB04845	test	training	test	1
57800	DB00451|DB00530	DB00451	DB00530	test	training	test	1
57801	DB00003|DB00451	DB00451	DB00003	test	training	test	1
57802	DB00019|DB00451	DB00451	DB00019	test	training	test	1
57803	DB00103|DB00451	DB00451	DB00103	test	training	test	1
57804	DB00451|DB00973	DB00451	DB00973	test	training	test	1
57805	DB00451|DB00480	DB00451	DB00480	test	training	test	1
57806	DB00451|DB01072	DB00451	DB01072	test	test	test	2
57807	DB00374|DB00451	DB00451	DB00374	test	validation	test	1
57808	DB00451|DB06701	DB00451	DB06701	test	training	test	1
57809	DB00108|DB00451	DB00451	DB00108	test	training	test	1
57810	DB00451|DB06282	DB00451	DB06282	test	training	test	1
57811	DB00095|DB00451	DB00451	DB00095	test	training	test	1
57812	DB00451|DB01268	DB00451	DB01268	test	training	test	1
57813	DB00451|DB00673	DB00451	DB00673	test	test	test	2
57814	DB00451|DB06212	DB00451	DB06212	test	training	test	1
57815	DB00188|DB00451	DB00451	DB00188	test	training	test	1
57816	DB00451|DB01319	DB00451	DB01319	test	training	test	1
57817	DB00451|DB00820	DB00451	DB00820	test	training	test	1
57818	DB00451|DB06403	DB00451	DB06403	test	training	test	1
57819	DB00451|DB00560	DB00451	DB00560	test	training	test	1
57820	DB00451|DB01309	DB00451	DB01309	test	training	test	1
57821	DB00451|DB01012	DB00451	DB01012	test	training	test	1
57822	DB00451|DB01264	DB00451	DB01264	test	test	test	2
57823	DB00402|DB00451	DB00451	DB00402	test	training	test	1
57824	DB00451|DB06215	DB00451	DB06215	test	training	test	1
57825	DB00451|DB06655	DB00451	DB06655	test	validation	test	1
57826	DB00451|DB01259	DB00451	DB01259	test	test	test	2
57827	DB00451|DB09539	DB00451	DB09539	test	training	test	1
57828	DB00398|DB00451	DB00451	DB00398	test	test	test	2
57829	DB00451|DB04895	DB00451	DB04895	test	test	test	2
57830	DB00451|DB04896	DB00451	DB04896	test	training	test	1
57831	DB00451|DB01273	DB00451	DB01273	test	training	test	1
57832	DB00451|DB01257	DB00451	DB01257	test	training	test	1
57833	DB00451|DB01261	DB00451	DB01261	test	test	test	2
