pair_index	drugbank_pair_group	drug_a_drugbank_id	drug_b_drugbank_id	split
94939	DB01390|DB08947	DB01390	DB08947	test
94940	DB00753|DB01390	DB01390	DB00753	training
94941	DB00951|DB01390	DB01390	DB00951	training
94942	DB01390|DB09401	DB01390	DB09401	training
94943	DB00883|DB01390	DB01390	DB00883	training
94944	DB01221|DB01390	DB01390	DB01221	training
94945	DB01009|DB01390	DB01390	DB01009	test
94946	DB00598|DB01390	DB01390	DB00598	training
94947	DB01390|DB15823	DB01390	DB15823	validation
94948	DB00581|DB01390	DB01390	DB00581	training
94949	DB00650|DB01390	DB01390	DB00650	training
94950	DB00281|DB01390	DB01390	DB00281	training
94951	DB00836|DB01390	DB01390	DB00836	training
94952	DB00186|DB01390	DB01390	DB00186	test
94953	DB00227|DB01390	DB01390	DB00227	training
94954	DB01390|DB14513	DB01390	DB14513	test
94955	DB01390|DB09104	DB01390	DB09104	test
94956	DB01377|DB01390	DB01390	DB01377	training
94957	DB00742|DB01390	DB01390	DB00742	test
94958	DB00737|DB01390	DB01390	DB00737	training
94959	DB01065|DB01390	DB01390	DB01065	test
94960	DB01042|DB01390	DB01390	DB01042	training
94961	DB00454|DB01390	DB01390	DB00454	training
94962	DB00331|DB01390	DB01390	DB00331	training
94963	DB00333|DB01390	DB01390	DB00333	training
94964	DB00423|DB01390	DB01390	DB00423	test
94965	DB00563|DB01390	DB01390	DB00563	training
94966	DB00959|DB01390	DB01390	DB00959	training
94967	DB01233|DB01390	DB01390	DB01233	training
94968	DB00524|DB01390	DB01390	DB00524	test
94969	DB00264|DB01390	DB01390	DB00264	training
94970	DB00916|DB01390	DB01390	DB00916	validation
94971	DB01110|DB01390	DB01390	DB01110	training
94972	DB00683|DB01390	DB01390	DB00683	validation
94973	DB01017|DB01390	DB01390	DB01017	test
94974	DB00350|DB01390	DB01390	DB00350	training
94975	DB01204|DB01390	DB01390	DB01204	training
94976	DB00295|DB01390	DB01390	DB00295	validation
94977	DB00332|DB01390	DB01390	DB00332	training
94978	DB01183|DB01390	DB01390	DB01183	training
94979	DB00788|DB01390	DB01390	DB00788	training
94980	DB01390|DB12293	DB01390	DB12293	training
94981	DB01390|DB01400	DB01390	DB01400	training
94982	DB00627|DB01390	DB01390	DB00627	validation
94983	DB00622|DB01390	DB01390	DB00622	training
94984	DB01115|DB01390	DB01390	DB01115	training
94985	DB00325|DB01390	DB01390	DB00325	training
94986	DB00368|DB01390	DB01390	DB00368	training
94987	DB00540|DB01390	DB01390	DB00540	training
94988	DB00646|DB01390	DB01390	DB00646	training
94989	DB00104|DB01390	DB01390	DB00104	training
94990	DB01165|DB01390	DB01390	DB01165	training
94991	DB00338|DB01390	DB01390	DB00338	test
94992	DB00816|DB01390	DB01390	DB00816	training
94993	DB00842|DB01390	DB01390	DB00842	training
94994	DB00497|DB01390	DB01390	DB00497	training
94995	DB01390|DB09140	DB01390	DB09140	training
94996	DB01337|DB01390	DB01390	DB01337	training
94997	DB01113|DB01390	DB01390	DB01113	training
94998	DB00738|DB01390	DB01390	DB00738	test
94999	DB00652|DB01390	DB01390	DB00652	training
95000	DB01390|DB11058	DB01390	DB11058	test
95001	DB01174|DB01390	DB01390	DB01174	training
95002	DB00946|DB01390	DB01390	DB00946	training
95003	DB00388|DB01390	DB01390	DB00388	training
95004	DB00252|DB01390	DB01390	DB00252	training
95005	DB01022|DB01390	DB01390	DB01022	training
95006	DB00009|DB01390	DB01390	DB00009	training
95007	DB00781|DB01390	DB01390	DB00781	training
95008	DB01390|DB14500	DB01390	DB14500	training
95009	DB00761|DB01390	DB01390	DB00761	training
95010	DB01390|DB06812	DB01390	DB06812	test
95011	DB00860|DB01390	DB01390	DB00860	training
95012	DB00635|DB01390	DB01390	DB00635	training
95013	DB01039|DB01390	DB01390	DB01039	training
95014	DB00433|DB01390	DB01390	DB00433	training
95015	DB01069|DB01390	DB01390	DB01069	test
95016	DB00818|DB01390	DB01390	DB00818	test
95017	DB00647|DB01390	DB01390	DB00647	training
95018	DB00571|DB01390	DB01390	DB00571	training
95019	DB01240|DB01390	DB01390	DB01240	training
95020	DB01390|DB09141	DB01390	DB09141	validation
95021	DB00147|DB01390	DB01390	DB00147	training
95022	DB00468|DB01390	DB01390	DB00468	training
95023	DB00863|DB01390	DB01390	DB00863	training
95024	DB00811|DB01390	DB01390	DB00811	training
95025	DB01045|DB01390	DB01390	DB01045	training
95026	DB01390|DB09153	DB01390	DB09153	training
95027	DB01390|DB09072	DB01390	DB09072	training
95028	DB00489|DB01390	DB01390	DB00489	training
95029	DB00421|DB01390	DB01390	DB00421	training
95030	DB01390|DB01606	DB01390	DB01606	test
95031	DB01162|DB01390	DB01390	DB01162	training
95032	DB00857|DB01390	DB01390	DB00857	training
95033	DB00273|DB01390	DB01390	DB00273	training
95034	DB00214|DB01390	DB01390	DB00214	training
95035	DB01390|DB12661	DB01390	DB12661	test
95036	DB00285|DB01390	DB01390	DB00285	training
95037	DB00425|DB01390	DB01390	DB00425	validation
95038	DB01198|DB01390	DB01390	DB01198	training
95039	DB00958|DB01390	DB01390	DB00958	training
95040	DB00213|DB01390	DB01390	DB00213	test
95041	DB01390|DB13867	DB01390	DB13867	training
95042	DB01095|DB01390	DB01390	DB01095	training
95043	DB00225|DB01390	DB01390	DB00225	test
95044	DB00814|DB01390	DB01390	DB00814	test
95045	DB01156|DB01390	DB01390	DB01156	training
95046	DB00410|DB01390	DB01390	DB00410	training
95047	DB00175|DB01390	DB01390	DB00175	test
95048	DB00165|DB01390	DB01390	DB00165	training
95049	DB00654|DB01390	DB01390	DB00654	validation
95050	DB00631|DB01390	DB01390	DB00631	training
95051	DB01390|DB11093	DB01390	DB11093	training
95052	DB00633|DB01390	DB01390	DB00633	validation
95053	DB00590|DB01390	DB01390	DB00590	training
95054	DB00187|DB01390	DB01390	DB00187	training
95055	DB01390|DB13136	DB01390	DB13136	test
95056	DB01224|DB01390	DB01390	DB01224	training
95057	DB01306|DB01390	DB01390	DB01306	test
95058	DB00762|DB01390	DB01390	DB00762	training
95059	DB00678|DB01390	DB01390	DB00678	validation
95060	DB00244|DB01390	DB01390	DB00244	training
95061	DB00235|DB01390	DB01390	DB00235	training
95062	DB00790|DB01390	DB01390	DB00790	training
95063	DB01390|DB09125	DB01390	DB09125	test
95064	DB01390|DB09154	DB01390	DB09154	training
95065	DB00708|DB01390	DB01390	DB00708	validation
95066	DB01229|DB01390	DB01390	DB01229	validation
95067	DB01390|DB06149	DB01390	DB06149	training
95068	DB00697|DB01390	DB01390	DB00697	training
95069	DB00869|DB01390	DB01390	DB00869	test
95070	DB01117|DB01390	DB01390	DB01117	training
95071	DB00334|DB01390	DB01390	DB00334	training
95072	DB01225|DB01390	DB01390	DB01225	training
95073	DB01390|DB06779	DB01390	DB06779	training
95074	DB00728|DB01390	DB01390	DB00728	training
95075	DB00688|DB01390	DB01390	DB00688	training
95076	DB00709|DB01390	DB01390	DB00709	training
95077	DB01390|DB01409	DB01390	DB01409	test
95078	DB00177|DB01390	DB01390	DB00177	training
95079	DB01390|DB13144	DB01390	DB13144	training
95080	DB00377|DB01390	DB01390	DB00377	training
95081	DB01339|DB01390	DB01390	DB01339	training
95082	DB01320|DB01390	DB01390	DB01320	validation
95083	DB00268|DB01390	DB01390	DB00268	training
95084	DB00476|DB01390	DB01390	DB00476	training
95085	DB00966|DB01390	DB01390	DB00966	training
95086	DB00577|DB01390	DB01390	DB00577	training
95087	DB01390|DB04854	DB01390	DB04854	training
95088	DB00910|DB01390	DB01390	DB00910	validation
95089	DB00559|DB01390	DB01390	DB00559	training
95090	DB00706|DB01390	DB01390	DB00706	training
95091	DB01390|DB11089	DB01390	DB11089	test
95092	DB01137|DB01390	DB01390	DB01137	training
95093	DB01029|DB01390	DB01390	DB01029	training
95094	DB00412|DB01390	DB01390	DB00412	training
95095	DB01217|DB01390	DB01390	DB01217	training
95096	DB00503|DB01390	DB01390	DB00503	test
95097	DB00950|DB01390	DB01390	DB00950	test
95098	DB00471|DB01390	DB01390	DB00471	training
95099	DB01012|DB01390	DB01390	DB01012	training
95100	DB01390|DB06215	DB01390	DB06215	training
95101	DB01390|DB09539	DB01390	DB09539	training
95102	DB00398|DB01390	DB01390	DB00398	training
95103	DB01257|DB01390	DB01390	DB01257	training
95104	DB01261|DB01390	DB01390	DB01261	training
95105	DB01390|DB01609	DB01390	DB01609	training
95106	DB01390|DB09107	DB01390	DB09107	training
95107	DB00062|DB01390	DB01390	DB00062	training
95108	DB01390|DB06643	DB01390	DB06643	training
95109	DB00139|DB01001	DB00139	DB01001	training
95110	DB00139|DB00695	DB00139	DB00695	validation
95111	DB00139|DB00264	DB00139	DB00264	training
95112	DB00139|DB00761	DB00139	DB00761	training
95113	DB00139|DB00635	DB00139	DB00635	test
95114	DB01001|DB13273	DB13273	DB01001	training
95115	DB00437|DB13273	DB13273	DB00437	validation
95116	DB00404|DB13273	DB13273	DB00404	training
95117	DB00695|DB13273	DB13273	DB00695	training
95118	DB00999|DB13273	DB13273	DB00999	test
95119	DB00956|DB13273	DB13273	DB00956	test
95120	DB00186|DB13273	DB13273	DB00186	training
95121	DB00331|DB13273	DB13273	DB00331	training
95122	DB01233|DB13273	DB13273	DB01233	training
95123	DB00264|DB13273	DB13273	DB00264	training
95124	DB00627|DB13273	DB13273	DB00627	training
95125	DB00338|DB13273	DB13273	DB00338	training
95126	DB00635|DB13273	DB13273	DB00635	training
95127	DB00425|DB13273	DB13273	DB00425	training
95128	DB00213|DB13273	DB13273	DB00213	training
95129	DB01156|DB13273	DB13273	DB01156	test
95130	DB00678|DB13273	DB13273	DB00678	training
95131	DB00476|DB13273	DB13273	DB00476	training
95132	DB00402|DB13273	DB13273	DB00402	test
95133	DB00669|DB01001	DB00669	DB01001	training
95134	DB00437|DB00669	DB00669	DB00437	training
95135	DB00404|DB00669	DB00669	DB00404	training
95136	DB00669|DB00915	DB00669	DB00915	test
95137	DB00321|DB00669	DB00669	DB00321	training
95138	DB00584|DB00669	DB00669	DB00584	training
95139	DB00668|DB00669	DB00669	DB00668	training
95140	DB00153|DB00669	DB00669	DB00153	test
95141	DB00669|DB00696	DB00669	DB00696	test
95142	DB00199|DB00669	DB00669	DB00199	training
95143	DB00669|DB00783	DB00669	DB00783	test
95144	DB00286|DB00669	DB00669	DB00286	training
95145	DB00669|DB00977	DB00669	DB00977	training
95146	DB00669|DB00927	DB00669	DB00927	training
95147	DB00669|DB11133	DB00669	DB11133	training
95148	DB00669|DB00813	DB00669	DB00813	validation
95149	DB00196|DB00669	DB00669	DB00196	training
95150	DB00669|DB00687	DB00669	DB00687	test
95151	DB00544|DB00669	DB00669	DB00544	training
95152	DB00472|DB00669	DB00669	DB00472	test
95153	DB00669|DB00690	DB00669	DB00690	training
95154	DB00158|DB00669	DB00669	DB00158	validation
95155	DB00669|DB00695	DB00669	DB00695	test
95156	DB00669|DB01241	DB00669	DB01241	test
95157	DB00669|DB01016	DB00669	DB01016	training
95158	DB00669|DB01067	DB00669	DB01067	test
95159	DB00669|DB01296	DB00669	DB01296	test
95160	DB00669|DB00727	DB00669	DB00727	training
95161	DB00669|DB00874	DB00669	DB00874	training
95162	DB00502|DB00669	DB00669	DB00502	training
95163	DB00669|DB01109	DB00669	DB01109	training
95164	DB00669|DB00999	DB00669	DB00999	training
95165	DB00669|DB00956	DB00669	DB00956	training
95166	DB00669|DB00741	DB00669	DB00741	training
95167	DB00669|DB01611	DB00669	DB01611	training
95168	DB00557|DB00669	DB00669	DB00557	training
95169	DB00669|DB01050	DB00669	DB01050	training
95170	DB00458|DB00669	DB00669	DB00458	training
95171	DB00328|DB00669	DB00669	DB00328	test
95172	DB00669|DB09401	DB00669	DB09401	training
95173	DB00669|DB00982	DB00669	DB00982	training
95174	DB00669|DB01026	DB00669	DB01026	training
95175	DB00669|DB01009	DB00669	DB01009	training
95176	DB00598|DB00669	DB00669	DB00598	test
95177	DB00669|DB15823	DB00669	DB15823	training
95178	DB00581|DB00669	DB00669	DB00581	training
95179	DB00650|DB00669	DB00669	DB00650	training
95180	DB00367|DB00669	DB00669	DB00367	training
95181	DB00669|DB01235	DB00669	DB01235	training
95182	DB00281|DB00669	DB00669	DB00281	validation
95183	DB00669|DB11357	DB00669	DB11357	training
95184	DB00669|DB00836	DB00669	DB00836	test
95185	DB00186|DB00669	DB00669	DB00186	training
95186	DB00227|DB00669	DB00669	DB00227	training
95187	DB00669|DB14513	DB00669	DB14513	training
95188	DB00669|DB09104	DB00669	DB09104	training
95189	DB00669|DB01377	DB00669	DB01377	test
95190	DB00669|DB00737	DB00669	DB00737	training
95191	DB00669|DB01065	DB00669	DB01065	validation
95192	DB00454|DB00669	DB00669	DB00454	training
95193	DB00331|DB00669	DB00669	DB00331	training
95194	DB00333|DB00669	DB00669	DB00333	training
95195	DB00669|DB00763	DB00669	DB00763	training
95196	DB00423|DB00669	DB00669	DB00423	test
95197	DB00563|DB00669	DB00669	DB00563	training
95198	DB00422|DB00669	DB00669	DB00422	test
95199	DB00669|DB00959	DB00669	DB00959	test
95200	DB00669|DB01233	DB00669	DB01233	validation
95201	DB00264|DB00669	DB00669	DB00264	training
95202	DB00669|DB00916	DB00669	DB00916	training
95203	DB00669|DB00683	DB00669	DB00683	training
95204	DB00669|DB01017	DB00669	DB01017	training
95205	DB00669|DB01204	DB00669	DB01204	training
95206	DB00295|DB00669	DB00669	DB00295	test
95207	DB00332|DB00669	DB00669	DB00332	training
95208	DB00669|DB01203	DB00669	DB01203	validation
95209	DB00669|DB00704	DB00669	DB00704	test
95210	DB00669|DB00788	DB00669	DB00788	training
95211	DB00627|DB00669	DB00669	DB00627	training
95212	DB00669|DB01115	DB00669	DB01115	training
95213	DB00669|DB01595	DB00669	DB01595	test
95214	DB00669|DB00717	DB00669	DB00717	training
95215	DB00540|DB00669	DB00669	DB00540	training
95216	DB00646|DB00669	DB00669	DB00646	training
95217	DB00338|DB00669	DB00669	DB00338	test
95218	DB00669|DB00816	DB00669	DB00816	training
95219	DB00669|DB01173	DB00669	DB01173	test
95220	DB00669|DB00842	DB00669	DB00842	training
95221	DB00497|DB00669	DB00669	DB00497	test
95222	DB00669|DB09140	DB00669	DB09140	training
95223	DB00669|DB00935	DB00669	DB00935	training
95224	DB00669|DB00850	DB00669	DB00850	test
95225	DB00669|DB01438	DB00669	DB01438	training
95226	DB00669|DB01174	DB00669	DB01174	training
95227	DB00252|DB00669	DB00669	DB00252	validation
95228	DB00669|DB01085	DB00669	DB01085	training
95229	DB00554|DB00669	DB00669	DB00554	training
95230	DB00669|DB06153	DB00669	DB06153	training
95231	DB00669|DB14500	DB00669	DB14500	training
95232	DB00669|DB00761	DB00669	DB00761	training
95233	DB00669|DB00860	DB00669	DB00860	training
95234	DB00635|DB00669	DB00669	DB00635	validation
95235	DB00669|DB00794	DB00669	DB00794	training
95236	DB00669|DB01039	DB00669	DB01039	test
95237	DB00433|DB00669	DB00669	DB00433	training
95238	DB00396|DB00669	DB00669	DB00396	training
95239	DB00669|DB01069	DB00669	DB01069	validation
95240	DB00669|DB00818	DB00669	DB00818	training
95241	DB00647|DB00669	DB00669	DB00647	test
95242	DB00571|DB00669	DB00669	DB00571	training
95243	DB00669|DB00852	DB00669	DB00852	training
95244	DB00669|DB11097	DB00669	DB11097	training
95245	DB00468|DB00669	DB00669	DB00468	training
95246	DB00669|DB00863	DB00669	DB00863	training
95247	DB00669|DB00811	DB00669	DB00811	training
95248	DB00140|DB00669	DB00669	DB00140	training
95249	DB00669|DB00795	DB00669	DB00795	training
95250	DB00669|DB09153	DB00669	DB09153	test
95251	DB00669|DB09325	DB00669	DB09325	training
95252	DB00669|DB09072	DB00669	DB09072	test
95253	DB00421|DB00669	DB00669	DB00421	training
95254	DB00669|DB00857	DB00669	DB00857	training
95255	DB00669|DB01083	DB00669	DB01083	validation
95256	DB00289|DB00669	DB00669	DB00289	training
95257	DB00273|DB00669	DB00669	DB00273	training
95258	DB00285|DB00669	DB00669	DB00285	training
95259	DB00425|DB00669	DB00669	DB00425	training
95260	DB00669|DB00909	DB00669	DB00909	training
95261	DB00669|DB01198	DB00669	DB01198	training
95262	DB00669|DB00958	DB00669	DB00958	training
95263	DB00213|DB00669	DB00669	DB00213	training
95264	DB00669|DB13867	DB00669	DB13867	test
95265	DB00669|DB01095	DB00669	DB01095	test
95266	DB00669|DB00814	DB00669	DB00814	training
95267	DB00585|DB00669	DB00669	DB00585	training
95268	DB00669|DB00929	DB00669	DB00929	training
95269	DB00669|DB01156	DB00669	DB01156	training
95270	DB00176|DB00669	DB00669	DB00176	training
95271	DB00410|DB00669	DB00669	DB00410	training
95272	DB00007|DB00669	DB00669	DB00007	training
95273	DB00175|DB00669	DB00669	DB00175	test
95274	DB00165|DB00669	DB00669	DB00165	training
95275	DB00654|DB00669	DB00669	DB00654	training
95276	DB00669|DB11093	DB00669	DB11093	validation
95277	DB00590|DB00669	DB00669	DB00590	test
95278	DB00669|DB01224	DB00669	DB01224	training
95279	DB00669|DB01306	DB00669	DB01306	training
95280	DB00669|DB00678	DB00669	DB00678	test
95281	DB00244|DB00669	DB00669	DB00244	training
95282	DB00669|DB09125	DB00669	DB09125	training
95283	DB00669|DB01229	DB00669	DB01229	test
95284	DB00669|DB00697	DB00669	DB00697	validation
95285	DB00660|DB00669	DB00669	DB00660	training
95286	DB00210|DB00669	DB00669	DB00210	training
95287	DB00669|DB01276	DB00669	DB01276	training
95288	DB00334|DB00669	DB00669	DB00334	validation
95289	DB00669|DB01225	DB00669	DB01225	training
95290	DB00669|DB00688	DB00669	DB00688	training
95291	DB00669|DB01409	DB00669	DB01409	training
95292	DB00177|DB00669	DB00669	DB00177	training
95293	DB00481|DB00669	DB00669	DB00481	test
95294	DB00268|DB00669	DB00669	DB00268	training
95295	DB00476|DB00669	DB00669	DB00476	test
95296	DB00669|DB01006	DB00669	DB01006	test
95297	DB00669|DB00966	DB00669	DB00966	training
95298	DB00577|DB00669	DB00669	DB00577	test
95299	DB00669|DB00962	DB00669	DB00962	test
95300	DB00060|DB00669	DB00669	DB00060	test
95301	DB00669|DB00706	DB00669	DB00706	training
95302	DB00669|DB11089	DB00669	DB11089	training
95303	DB00669|DB01137	DB00669	DB01137	training
95304	DB00412|DB00669	DB00669	DB00412	test
95305	DB00669|DB01217	DB00669	DB01217	test
95306	DB00503|DB00669	DB00669	DB00503	training
95307	DB00669|DB00950	DB00669	DB00950	training
95308	DB00669|DB00953	DB00669	DB00953	training
95309	DB00471|DB00669	DB00669	DB00471	training
95310	DB00669|DB01238	DB00669	DB01238	training
95311	DB00402|DB00669	DB00669	DB00402	training
95312	DB00669|DB06655	DB00669	DB06655	test
95313	DB00669|DB01259	DB00669	DB01259	test
95314	DB00669|DB09539	DB00669	DB09539	training
95315	DB00669|DB04896	DB00669	DB04896	training
95316	DB00669|DB01273	DB00669	DB01273	training
95317	DB00669|DB01257	DB00669	DB01257	training
95318	DB00669|DB01261	DB00669	DB01261	training
95319	DB00669|DB00980	DB00669	DB00980	training
95320	DB00669|DB06273	DB00669	DB06273	training
95321	DB00669|DB01281	DB00669	DB01281	training
95322	DB00669|DB01046	DB00669	DB01046	training
95323	DB00669|DB06218	DB00669	DB06218	test
95324	DB00669|DB06413	DB00669	DB06413	test
95325	DB00669|DB01255	DB00669	DB01255	training
95326	DB00669|DB08904	DB00669	DB08904	validation
95327	DB00669|DB06700	DB00669	DB06700	training
95328	DB00413|DB00669	DB00669	DB00413	training
95329	DB00669|DB05351	DB00669	DB05351	test
95330	DB00669|DB06637	DB00669	DB06637	validation
95331	DB00669|DB06643	DB00669	DB06643	training
95332	DB00338|DB11770	DB11770	DB00338	training
95333	DB01001|DB01606	DB01606	DB01001	training
95334	DB00802|DB01606	DB01606	DB00802	test
95335	DB00437|DB01606	DB01606	DB00437	test
95336	DB00404|DB01606	DB01606	DB00404	training
95337	DB00479|DB01606	DB01606	DB00479	training
95338	DB00594|DB01606	DB01606	DB00594	training
95339	DB01223|DB01606	DB01606	DB01223	training
95340	DB01118|DB01606	DB01606	DB01118	training
95341	DB00321|DB01606	DB01606	DB00321	test
95342	DB00584|DB01606	DB01606	DB00584	training
95343	DB00668|DB01606	DB01606	DB00668	training
95344	DB00445|DB01606	DB01606	DB00445	training
95345	DB00199|DB01606	DB01606	DB00199	training
95346	DB00783|DB01606	DB01606	DB00783	training
95347	DB00773|DB01606	DB01606	DB00773	training
95348	DB00927|DB01606	DB01606	DB00927	training
95349	DB01023|DB01606	DB01606	DB01023	test
95350	DB00813|DB01606	DB01606	DB00813	test
95351	DB00301|DB01606	DB01606	DB00301	training
95352	DB00196|DB01606	DB01606	DB00196	training
95353	DB00687|DB01606	DB01606	DB00687	validation
95354	DB00544|DB01606	DB01606	DB00544	training
95355	DB00472|DB01606	DB01606	DB00472	test
95356	DB00158|DB01606	DB01606	DB00158	training
95357	DB00695|DB01606	DB01606	DB00695	training
95358	DB01004|DB01606	DB01606	DB01004	training
95359	DB01016|DB01606	DB01606	DB01016	training
95360	DB01120|DB01606	DB01606	DB01120	training
95361	DB00727|DB01606	DB01606	DB00727	validation
95362	DB00874|DB01606	DB01606	DB00874	training
95363	DB00502|DB01606	DB01606	DB00502	training
95364	DB01109|DB01606	DB01606	DB01109	training
95365	DB00999|DB01606	DB01606	DB00999	validation
95366	DB00956|DB01606	DB01606	DB00956	validation
95367	DB00741|DB01606	DB01606	DB00741	training
95368	DB01606|DB01611	DB01606	DB01611	validation
95369	DB01005|DB01606	DB01606	DB01005	training
95370	DB00557|DB01606	DB01606	DB00557	training
95371	DB01050|DB01606	DB01606	DB01050	training
95372	DB01177|DB01606	DB01606	DB01177	training
95373	DB01181|DB01606	DB01606	DB01181	validation
95374	DB00808|DB01606	DB01606	DB00808	training
95375	DB00951|DB01606	DB01606	DB00951	test
95376	DB01606|DB09401	DB01606	DB09401	training
95377	DB00883|DB01606	DB01606	DB00883	training
95378	DB01221|DB01606	DB01606	DB01221	training
95379	DB00598|DB01606	DB01606	DB00598	training
95380	DB00581|DB01606	DB01606	DB00581	training
95381	DB00650|DB01606	DB01606	DB00650	test
95382	DB00281|DB01606	DB01606	DB00281	validation
95383	DB00836|DB01606	DB01606	DB00836	training
95384	DB00186|DB01606	DB01606	DB00186	training
95385	DB00256|DB01606	DB01606	DB00256	training
95386	DB01606|DB09104	DB01606	DB09104	validation
95387	DB01377|DB01606	DB01606	DB01377	training
95388	DB00742|DB01606	DB01606	DB00742	training
95389	DB01042|DB01606	DB01606	DB01042	test
95390	DB00454|DB01606	DB01606	DB00454	training
95391	DB00331|DB01606	DB01606	DB00331	training
95392	DB00333|DB01606	DB01606	DB00333	validation
95393	DB00563|DB01606	DB01606	DB00563	training
95394	DB00959|DB01606	DB01606	DB00959	validation
95395	DB01233|DB01606	DB01606	DB01233	validation
95396	DB00264|DB01606	DB01606	DB00264	training
95397	DB00916|DB01606	DB01606	DB00916	test
95398	DB00683|DB01606	DB01606	DB00683	training
95399	DB00211|DB01606	DB01606	DB00211	training
95400	DB01017|DB01606	DB01606	DB01017	test
95401	DB01204|DB01606	DB01606	DB01204	training
95402	DB00295|DB01606	DB01606	DB00295	training
95403	DB00332|DB01606	DB01606	DB00332	training
95404	DB01183|DB01606	DB01606	DB01183	training
95405	DB00788|DB01606	DB01606	DB00788	training
95406	DB01606|DB12293	DB01606	DB12293	training
95407	DB00622|DB01606	DB01606	DB00622	training
95408	DB01115|DB01606	DB01606	DB01115	training
95409	DB00368|DB01606	DB01606	DB00368	test
95410	DB00717|DB01606	DB01606	DB00717	test
95411	DB00646|DB01606	DB01606	DB00646	training
95412	DB01165|DB01606	DB01606	DB01165	validation
95413	DB00338|DB01606	DB01606	DB00338	test
95414	DB00713|DB01606	DB01606	DB00713	test
95415	DB00842|DB01606	DB01606	DB00842	training
95416	DB00497|DB01606	DB01606	DB00497	test
95417	DB01606|DB09140	DB01606	DB09140	training
95418	DB01053|DB01606	DB01606	DB01053	validation
95419	DB00738|DB01606	DB01606	DB00738	training
95420	DB01174|DB01606	DB01606	DB01174	test
95421	DB00946|DB01606	DB01606	DB00946	training
95422	DB00252|DB01606	DB01606	DB00252	test
95423	DB01022|DB01606	DB01606	DB01022	training
95424	DB01606|DB14500	DB01606	DB14500	training
95425	DB00761|DB01606	DB01606	DB00761	training
95426	DB00860|DB01606	DB01606	DB00860	training
95427	DB00635|DB01606	DB01606	DB00635	training
95428	DB00433|DB01606	DB01606	DB00433	test
95429	DB01069|DB01606	DB01606	DB01069	training
95430	DB00818|DB01606	DB01606	DB00818	validation
95431	DB00571|DB01606	DB01606	DB00571	training
95432	DB00339|DB01606	DB01606	DB00339	training
95433	DB00863|DB01606	DB01606	DB00863	training
95434	DB00811|DB01606	DB01606	DB00811	training
95435	DB01045|DB01606	DB01606	DB01045	validation
95436	DB01606|DB09153	DB01606	DB09153	training
95437	DB01606|DB09072	DB01606	DB09072	validation
95438	DB01606|DB06145	DB01606	DB06145	test
95439	DB00421|DB01606	DB01606	DB00421	training
95440	DB00853|DB01606	DB01606	DB00853	training
95441	DB00857|DB01606	DB01606	DB00857	training
95442	DB00214|DB01606	DB01606	DB00214	training
95443	DB00361|DB01606	DB01606	DB00361	training
95444	DB00285|DB01606	DB01606	DB00285	training
95445	DB00425|DB01606	DB01606	DB00425	training
95446	DB01198|DB01606	DB01606	DB01198	training
95447	DB00958|DB01606	DB01606	DB00958	test
95448	DB00213|DB01606	DB01606	DB00213	training
95449	DB01606|DB13867	DB01606	DB13867	training
95450	DB00410|DB01606	DB01606	DB00410	training
95451	DB00175|DB01606	DB01606	DB00175	training
95452	DB01606|DB14936	DB01606	DB14936	training
95453	DB00654|DB01606	DB01606	DB00654	training
95454	DB00631|DB01606	DB01606	DB00631	training
95455	DB00633|DB01606	DB01606	DB00633	training
95456	DB00590|DB01606	DB01606	DB00590	training
95457	DB01606|DB13136	DB01606	DB13136	training
95458	DB01224|DB01606	DB01606	DB01224	training
95459	DB01306|DB01606	DB01606	DB01306	training
95460	DB00762|DB01606	DB01606	DB00762	validation
95461	DB00678|DB01606	DB01606	DB00678	training
95462	DB00244|DB01606	DB01606	DB00244	test
95463	DB00790|DB01606	DB01606	DB00790	training
95464	DB00708|DB01606	DB01606	DB00708	training
95465	DB01229|DB01606	DB01606	DB01229	test
95466	DB01606|DB06149	DB01606	DB06149	training
95467	DB01606|DB02638	DB01606	DB02638	test
95468	DB01117|DB01606	DB01606	DB01117	training
95469	DB00334|DB01606	DB01606	DB00334	test
95470	DB01606|DB13704	DB01606	DB13704	validation
95471	DB01606|DB08813	DB01606	DB08813	training
95472	DB01225|DB01606	DB01606	DB01225	test
95473	DB01606|DB06779	DB01606	DB06779	training
95474	DB00426|DB01606	DB01606	DB00426	test
95475	DB00688|DB01606	DB01606	DB00688	training
95476	DB00709|DB01606	DB01606	DB00709	test
95477	DB00642|DB01606	DB01606	DB00642	training
95478	DB01409|DB01606	DB01606	DB01409	validation
95479	DB01606|DB13144	DB01606	DB13144	training
95480	DB01339|DB01606	DB01606	DB01339	training
95481	DB00268|DB01606	DB01606	DB00268	training
95482	DB00476|DB01606	DB01606	DB00476	test
95483	DB00899|DB01606	DB01606	DB00899	training
95484	DB00966|DB01606	DB01606	DB00966	training
95485	DB00577|DB01606	DB01606	DB00577	training
95486	DB00706|DB01606	DB01606	DB00706	training
95487	DB01606|DB11089	DB01606	DB11089	training
95488	DB01137|DB01606	DB01606	DB01137	training
95489	DB00503|DB01606	DB01606	DB00503	training
95490	DB00471|DB01606	DB01606	DB00471	training
95491	DB00560|DB01606	DB01606	DB00560	training
95492	DB00398|DB01606	DB01606	DB00398	training
95493	DB01606|DB01609	DB01606	DB01609	training
95494	DB01606|DB04868	DB01606	DB04868	test
